MSG_BNS_num  MSG_UNI_symb                   MSG_magHall_symb        MSG_generators
29.107       Pca2_1.1'_A[Aba2]              P 2c -2ac 1'A           (-x+1/2,y,z+1/2);(x+1/2,-y,z);(-x,-y,z+1/2);(x,y+1/2,z+1/2)'
29.108       Pca2_1.1'_B[Bma2]              P 2c -2ac 1'B           (-x+1/2,y,z+1/2);(x+1/2,-y,z);(-x,-y,z+1/2);(x+1/2,y,z+1/2)'
29.109       Pca2_1.1'_C[Ccm2_1]            P 2c -2ac 1'C           (-x+1/2,y,z+1/2);(x+1/2,-y,z);(-x,-y,z+1/2);(x+1/2,y+1/2,z)'
29.110       Pca2_1.1'_I[Iba2]              P 2c -2ac 1'I           (-x+1/2,y,z+1/2);(x+1/2,-y,z);(-x,-y,z+1/2);(x+1/2,y+1/2,z+1/2)'
30.111       Pnc2.1                         P 2 -2bc                (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z)
30.112       Pnc2.1'                        P 2 -2bc 1'             (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x,y,z)'
30.113       Pn'c2'                         P 2' -2bc'              (-x,y+1/2,z+1/2)';(x,-y+1/2,z+1/2);(-x,-y,z)'
30.114       Pnc'2'                         P 2' -2bc               (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2)';(-x,-y,z)'
30.115       Pn'c'2                         P 2 -2bc'               (-x,y+1/2,z+1/2)';(x,-y+1/2,z+1/2)';(-x,-y,z)
30.116       Pnc2.1'_a[Pnc2]                P 2 -2bc 1'a            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y,z)'
30.117       Pnc2.1'_b[Pcc2]                P 2 -2bc 1'b            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x,y+1/2,z)'
30.118       Pnc2.1'_c[Pbm2]                P 2 -2bc 1'c            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x,y,z+1/2)'
30.119       Pnc2.1'_A[Amm2]                P 2 -2bc 1'A            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x,y+1/2,z+1/2)'
30.120       Pnc2.1'_B[Bba2]                P 2 -2bc 1'B            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y,z+1/2)'
30.121       Pnc2.1'_C[Ccc2]                P 2 -2bc 1'C            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z)'
30.122       Pnc2.1'_I[Ima2]                P 2 -2bc 1'I            (-x,y+1/2,z+1/2);(x,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z+1/2)'
31.123       Pmn2_1.1                       P 2ac -2                (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2)
31.124       Pmn2_1.1'                      P 2ac -2 1'             (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x,y,z)'
31.125       Pm'n2_1'                       P 2ac' -2'              (-x,y,z)';(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2)'
31.126       Pmn'2_1'                       P 2ac' -2               (-x,y,z);(x+1/2,-y,z+1/2)';(-x+1/2,-y,z+1/2)'
31.127       Pm'n'2_1                       P 2ac -2'               (-x,y,z)';(x+1/2,-y,z+1/2)';(-x+1/2,-y,z+1/2)
31.128       Pmn2_1.1'_a[Pmc2_1]            P 2ac -2 1'a            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x+1/2,y,z)'
31.129       Pmn2_1.1'_b[Pmn2_1]            P 2ac -2 1'b            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x,y+1/2,z)'
31.130       Pmn2_1.1'_c[Pma2]              P 2ac -2 1'c            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x,y,z+1/2)'
31.131       Pmn2_1.1'_A[Ama2]              P 2ac -2 1'A            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x,y+1/2,z+1/2)'
31.132       Pmn2_1.1'_B[Bmm2]              P 2ac -2 1'B            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x+1/2,y,z+1/2)'
31.133       Pmn2_1.1'_C[Cmc2_1]            P 2ac -2 1'C            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x+1/2,y+1/2,z)'
31.134       Pmn2_1.1'_I[Imm2]              P 2ac -2 1'I            (-x,y,z);(x+1/2,-y,z+1/2);(-x+1/2,-y,z+1/2);(x+1/2,y+1/2,z+1/2)'
32.135       Pba2.1                         P 2 -2ab                (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z)
32.136       Pba2.1'                        P 2 -2ab 1'             (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x,y,z)'
32.137       Pb'a2'                         P 2' -2ab               (-x+1/2,y+1/2,z)';(x+1/2,-y+1/2,z);(-x,-y,z)'
32.138       Pb'a'2                         P 2 -2ab'               (-x+1/2,y+1/2,z)';(x+1/2,-y+1/2,z)';(-x,-y,z)
32.139       Pba2.1'_c[Pba2]                P 2 -2ab 1'c            (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x,y,z+1/2)'
32.140       Pba2.1'_b[Pma2]                P 2 -2ab 1'b            (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x,y+1/2,z)'
32.141       Pba2.1'_C[Cmm2]                P 2 -2ab 1'C            (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x+1/2,y+1/2,z)'
32.142       Pba2.1'_A[Aba2]                P 2 -2ab 1'A            (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x,y+1/2,z+1/2)'
32.143       Pba2.1'_I[Iba2]                P 2 -2ab 1'I            (-x+1/2,y+1/2,z);(x+1/2,-y+1/2,z);(-x,-y,z);(x+1/2,y+1/2,z+1/2)'
33.144       Pna2_1.1                       P 2c -2n                (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2)
33.145       Pna2_1.1'                      P 2c -2n 1'             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x,y,z)'
33.146       Pn'a2_1'                       P 2c' -2n'              (-x+1/2,y+1/2,z+1/2)';(x+1/2,-y+1/2,z);(-x,-y,z+1/2)'
33.147       Pna'2_1'                       P 2c' -2n               (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z)';(-x,-y,z+1/2)'
33.148       Pn'a'2_1                       P 2c -2n'               (-x+1/2,y+1/2,z+1/2)';(x+1/2,-y+1/2,z)';(-x,-y,z+1/2)
33.149       Pna2_1.1'_a[Pnm2_1]            P 2c -2n 1'a            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x+1/2,y,z)'
33.150       Pna2_1.1'_b[Pca2_1]            P 2c -2n 1'b            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x,y+1/2,z)'
33.151       Pna2_1.1'_c[Pba2]              P 2c -2n 1'c            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x,y,z+1/2)'
33.152       Pna2_1.1'_A[Ama2]              P 2c -2n 1'A            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x,y+1/2,z+1/2)'
33.153       Pna2_1.1'_B[Bba2]              P 2c -2n 1'B            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x+1/2,y,z+1/2)'
33.154       Pna2_1.1'_C[Ccm2_1]            P 2c -2n 1'C            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x+1/2,y+1/2,z)'
33.155       Pna2_1.1'_I[Ima2]              P 2c -2n 1'I            (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z);(-x,-y,z+1/2);(x+1/2,y+1/2,z+1/2)'
34.156       Pnn2.1                         P 2 -2n                 (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z)
34.157       Pnn2.1'                        P 2 -2n 1'              (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x,y,z)'
34.158       Pn'n2'                         P 2' -2n                (-x+1/2,y+1/2,z+1/2)';(x+1/2,-y+1/2,z+1/2);(-x,-y,z)'
34.159       Pn'n'2                         P 2 -2n'                (-x+1/2,y+1/2,z+1/2)';(x+1/2,-y+1/2,z+1/2)';(-x,-y,z)
34.160       Pnn2.1'_a[Pnc2]                P 2 -2n 1'a             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y,z)'
34.161       Pnn2.1'_c[Pba2]                P 2 -2n 1'c             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x,y,z+1/2)'
34.162       Pnn2.1'_A[Ama2]                P 2 -2n 1'A             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x,y+1/2,z+1/2)'
34.163       Pnn2.1'_C[Ccc2]                P 2 -2n 1'C             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z)'
34.164       Pnn2.1'_I[Imm2]                P 2 -2n 1'I             (-x+1/2,y+1/2,z+1/2);(x+1/2,-y+1/2,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z+1/2)'
35.165       Cmm2.1                         C 2 -2                  (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(-x,-y,z)
35.166       Cmm2.1'                        C 2 -2 1'               (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z)'
35.167       Cm'm2'                         C 2' -2                 (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z);(-x,-y,z)'
35.168       Cm'm'2                         C 2 -2'                 (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z)';(-x,-y,z)
35.169       Cmm2.1'_c[Cmm2]                C 2 -2 1'c              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z+1/2)'
35.170       Cmm2.1'_a[Pmm2]                C 2 -2 1'a              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(-x,-y,z);(x+1/2,y,z)'
35.171       Cmm2.1'_A[Fmm2]                C 2 -2 1'A              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y+1/2,z+1/2)'
36.172       Cmc2_1.1                       C 2c -2                 (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2);(-x,-y,z+1/2)
36.173       Cmc2_1.1'                      C 2c -2 1'              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2);(-x,-y,z+1/2);(x,y,z)'
36.174       Cm'c2_1'                       C 2c' -2'               (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z+1/2);(-x,-y,z+1/2)'
36.175       Cmc'2_1'                       C 2c' -2                (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2)';(-x,-y,z+1/2)'
36.176       Cm'c'2_1                       C 2c -2'                (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z+1/2)';(-x,-y,z+1/2)
36.177       Cmc2_1.1'_c[Cmm2]              C 2c -2 1'c             (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2);(-x,-y,z+1/2);(x,y,z+1/2)'
36.178       Cmc2_1.1'_a[Pmc2_1]            C 2c -2 1'a             (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2);(-x,-y,z+1/2);(x+1/2,y,z)'
36.179       Cmc2_1.1'_A[Fmm2]              C 2c -2 1'A             (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z+1/2);(-x,-y,z+1/2);(x,y+1/2,z+1/2)'
37.180       Ccc2.1                         C 2 -2c                 (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z)
37.181       Ccc2.1'                        C 2 -2c 1'              (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z)'
37.182       Cc'c2'                         C 2' -2c                (x+1/2,y+1/2,z);(-x,y,z+1/2)';(x,-y,z+1/2);(-x,-y,z)'
37.183       Cc'c'2                         C 2 -2c'                (x+1/2,y+1/2,z);(-x,y,z+1/2)';(x,-y,z+1/2)';(-x,-y,z)
37.184       Ccc2.1'_c[Cmm2]                C 2 -2c 1'c             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z+1/2)'
37.185       Ccc2.1'_a[Pcc2]                C 2 -2c 1'a             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x+1/2,y,z)'
37.186       Ccc2.1'_A[Fmm2]                C 2 -2c 1'A             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y+1/2,z+1/2)'
38.187       Amm2.1                         A 2 -2                  (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z)
38.188       Amm2.1'                        A 2 -2 1'               (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z)'
38.189       Am'm2'                         A 2' -2'                (x,y+1/2,z+1/2);(-x,y,z)';(x,-y,z);(-x,-y,z)'
38.190       Amm'2'                         A 2' -2                 (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z)';(-x,-y,z)'
38.191       Am'm'2                         A 2 -2'                 (x,y+1/2,z+1/2);(-x,y,z)';(x,-y,z)';(-x,-y,z)
38.192       Amm2.1'_a[Amm2]                A 2 -2 1'a              (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x+1/2,y,z)'
38.193       Amm2.1'_b[Pmm2]                A 2 -2 1'b              (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z+1/2)'
38.194       Amm2.1'_B[Fmm2]                A 2 -2 1'B              (x,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x+1/2,y+1/2,z)'
39.195       Abm2.1                         A 2 -2c                 (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z)
39.196       Abm2.1'                        A 2 -2c 1'              (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z)'
39.197       Ab'm2'                         A 2' -2c'               (x,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2);(-x,-y,z)'
39.198       Abm'2'                         A 2' -2c                (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2)';(-x,-y,z)'
39.199       Ab'm'2                         A 2 -2c'                (x,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2)';(-x,-y,z)
39.200       Abm2.1'_a[Abm2]                A 2 -2c 1'a             (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x+1/2,y,z)'
39.201       Abm2.1'_b[Pmm2]                A 2 -2c 1'b             (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z+1/2)'
39.202       Abm2.1'_B[Fmm2]                A 2 -2c 1'B             (x,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z)'
40.203       Ama2.1                         A 2 -2a                 (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z)
40.204       Ama2.1'                        A 2 -2a 1'              (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x,y,z)'
40.205       Am'a2'                         A 2' -2a'               (x,y+1/2,z+1/2);(-x+1/2,y,z)';(x+1/2,-y,z);(-x,-y,z)'
40.206       Ama'2'                         A 2' -2a                (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z)';(-x,-y,z)'
40.207       Am'a'2                         A 2 -2a'                (x,y+1/2,z+1/2);(-x+1/2,y,z)';(x+1/2,-y,z)';(-x,-y,z)
40.208       Ama2.1'_a[Amm2]                A 2 -2a 1'a             (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x+1/2,y,z)'
40.209       Ama2.1'_b[Pma2]                A 2 -2a 1'b             (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x,y,z+1/2)'
40.210       Ama2.1'_B[Fmm2]                A 2 -2a 1'B             (x,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x+1/2,y+1/2,z)'
41.211       Aba2.1                         A 2 -2ac                (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2);(-x,-y,z)
41.212       Aba2.1'                        A 2 -2ac 1'             (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2);(-x,-y,z);(x,y,z)'
41.213       Ab'a2'                         A 2' -2ac'              (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2)';(x+1/2,-y,z+1/2);(-x,-y,z)'
41.214       Aba'2'                         A 2' -2ac               (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2)';(-x,-y,z)'
41.215       Ab'a'2                         A 2 -2ac'               (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2)';(x+1/2,-y,z+1/2)';(-x,-y,z)
41.216       Aba2.1'_a[Abm2]                A 2 -2ac 1'a            (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2);(-x,-y,z);(x+1/2,y,z)'
41.217       Aba2.1'_b[Pma2]                A 2 -2ac 1'b            (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2);(-x,-y,z);(x,y,z+1/2)'
41.218       Aba2.1'_B[Fmm2]                A 2 -2ac 1'B            (x,y+1/2,z+1/2);(-x+1/2,y,z+1/2);(x+1/2,-y,z+1/2);(-x,-y,z);(x+1/2,y+1/2,z)'
42.219       Fmm2.1                         F 2 -2                  (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z)
42.220       Fmm2.1'                        F 2 -2 1'               (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z)'
42.221       Fm'm2'                         F 2' -2                 (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z)';(x,-y,z);(-x,-y,z)'
42.222       Fm'm'2                         F 2 -2'                 (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z)';(x,-y,z)';(-x,-y,z)
42.223       Fmm2.1'_I[Pmm2]                F 2 -2 1'n              (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x+1/2,y+1/2,z+1/2)'
43.224       Fdd2.1                         F 2 -2d                 (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x+1/4,y+1/4,z+1/4);(x+1/4,-y+1/4,z+1/4);(-x,-y,z)
43.225       Fdd2.1'                        F 2 -2d 1'              (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x+1/4,y+1/4,z+1/4);(x+1/4,-y+1/4,z+1/4);(-x,-y,z);(x,y,z)'
43.226       Fd'd2'                         F 2' -2d                (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x+1/4,y+1/4,z+1/4)';(x+1/4,-y+1/4,z+1/4);(-x,-y,z)'
43.227       Fd'd'2                         F 2 -2d'                (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x+1/4,y+1/4,z+1/4)';(x+1/4,-y+1/4,z+1/4)';(-x,-y,z)
43.228       Fdd2.1'_I[Pnn2]                F 2 -2d 1'n             (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x+1/4,y+1/4,z+1/4);(x+1/4,-y+1/4,z+1/4);(-x,-y,z);(x+1/2,y+1/2,z+1/2)'
44.229       Imm2.1                         I 2 -2                  (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z)
44.230       Imm2.1'                        I 2 -2 1'               (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z)'
44.231       Im'm2'                         I 2' -2                 (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y,z);(-x,-y,z)'
44.232       Im'm'2                         I 2 -2'                 (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y,z)';(-x,-y,z)
44.233       Imm2.1'_c[Cmm2]                I 2 -2 1'c              (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x,y,z+1/2)'
44.234       Imm2.1'_a[Amm2]                I 2 -2 1'a              (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(-x,-y,z);(x+1/2,y,z)'
45.235       Iba2.1                         I 2 -2c                 (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z)
45.236       Iba2.1'                        I 2 -2c 1'              (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z)'
45.237       Ib'a2'                         I 2' -2c'               (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2);(-x,-y,z)'
45.238       Ib'a'2                         I 2 -2c'                (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2)';(-x,-y,z)
45.239       Iba2.1'_c[Cmm2]                I 2 -2c 1'c             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x,y,z+1/2)'
45.240       Iba2.1'_a[Abm2]                I 2 -2c 1'a             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(-x,-y,z);(x+1/2,y,z)'
46.241       Ima2.1                         I 2 -2a                 (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z)
46.242       Ima2.1'                        I 2 -2a 1'              (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x,y,z)'
46.243       Im'a2'                         I 2' -2a'               (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z)';(x+1/2,-y,z);(-x,-y,z)'
46.244       Ima'2'                         I 2' -2a                (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z)';(-x,-y,z)'
46.245       Im'a'2                         I 2 -2a'                (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z)';(x+1/2,-y,z)';(-x,-y,z)
46.246       Ima2.1'_c[Cmm2]                I 2 -2a 1'c             (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x,y,z+1/2)'
46.247       Ima2.1'_a[Amm2]                I 2 -2a 1'a             (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x+1/2,y,z)'
46.248       Ima2.1'_b[Bma2]                I 2 -2a 1'b             (x+1/2,y+1/2,z+1/2);(-x+1/2,y,z);(x+1/2,-y,z);(-x,-y,z);(x,y+1/2,z)'
47.249       Pmmm.1                         -P 2 2                  (-x,y,z);(x,-y,z);(x,y,-z)
47.250       Pmmm.1'                        -P 2 2 1'               (-x,y,z);(x,-y,z);(x,y,-z);(x,y,z)'
47.251       Pm'mm                          P 2' 2 -1'              (-x,y,z)';(x,-y,z);(x,y,-z)
47.252       Pm'm'm                         -P 2 2'                 (-x,y,z)';(x,-y,z)';(x,y,-z)
47.253       Pm'm'm'                        P 2 2 -1'               (-x,y,z)';(x,-y,z)';(x,y,-z)'
47.254       Pmmm.1'_a[Pmmm]                -P 2 2 1'a              (-x,y,z);(x,-y,z);(x,y,-z);(x+1/2,y,z)'
47.255       Pmmm.1'_C[Cmmm]                -P 2 2 1'C              (-x,y,z);(x,-y,z);(x,y,-z);(x+1/2,y+1/2,z)'
47.256       Pmmm.1'_I[Immm]                -P 2 2 1'I              (-x,y,z);(x,-y,z);(x,y,-z);(x+1/2,y+1/2,z+1/2)'
48.257       Pnnn.1                         -P 2ab 2bc              (-x,y+1/2,z+1/2);(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z)
48.258       Pnnn.1'                        -P 2ab 2bc 1'           (-x,y+1/2,z+1/2);(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z);(x,y,z)'
48.259       Pn'nn                          P 2ab' 2bc -1'          (-x,y+1/2,z+1/2)';(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z)
48.260       Pn'n'n                         -P 2ab 2bc'             (-x,y+1/2,z+1/2)';(x+1/2,-y,z+1/2)';(x+1/2,y+1/2,-z)
48.261       Pn'n'n'                        P 2ab 2bc -1'           (-x,y+1/2,z+1/2)';(x+1/2,-y,z+1/2)';(x+1/2,y+1/2,-z)'
48.262       Pnnn.1'_c[Pban]                -P 2ab 2bc 1'c          (-x,y+1/2,z+1/2);(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z);(x,y,z+1/2)'
48.263       Pnnn.1'_C[Cccm]                -P 2ab 2bc 1'C          (-x,y+1/2,z+1/2);(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z)'
48.264       Pnnn.1'_I[Immm]                -P 2ab 2bc 1'I          (-x,y+1/2,z+1/2);(x+1/2,-y,z+1/2);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z+1/2)'
49.265       Pccm.1                         -P 2 2c                 (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)
49.266       Pccm.1'                        -P 2 2c 1'              (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z)'
49.267       Pc'cm                          P 2' 2c -1'             (-x,y,z+1/2)';(x,-y,z+1/2);(x,y,-z)
49.268       Pccm'                          P 2 2c' -1'             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)'
49.269       Pc'c'm                         -P 2 2c'                (-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)
49.270       Pc'cm'                         -P 2' 2c'               (-x,y,z+1/2)';(x,-y,z+1/2);(x,y,-z)'
49.271       Pc'c'm'                        P 2 2c -1'              (-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)'
49.272       Pccm.1'_a[Pccm]                -P 2 2c 1'a             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x+1/2,y,z)'
49.273       Pccm.1'_c[Pmmm]                -P 2 2c 1'c             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z+1/2)'
49.274       Pccm.1'_B[Bmcm]                -P 2 2c 1'B             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x+1/2,y,z+1/2)'
49.275       Pccm.1'_C[Cccm]                -P 2 2c 1'C             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x+1/2,y+1/2,z)'
49.276       Pccm.1'_I[Ibam]                -P 2 2c 1'I             (-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x+1/2,y+1/2,z+1/2)'
